QuestID,List,Division,Targetvalue,reward,rewardvalue,Next_Quest,StringId,Level
60401,스테이지 1550 클리어,1,1550,220001,21631000,60402,120001,401
60402,공격력 강화 1670레벨 달성,5,1670,220002,2000,60403,120005,402
60403,몬스터 처치 50 마리,2,50,220001,4000000,60404,120002,403
60404,스테이지 1590 클리어,1,1590,220003,1,60405,120001,404
60405,골드 던전 1회 플레이,12,1,220001,22361000,60406,120543,405
60406,공격력 강화 1700레벨 달성,5,1700,220002,2000,60407,120005,406
60407,몬스터 처치 50 마리,2,50,220001,4100000,60408,120002,407
60408,스테이지 1630 클리어,1,1630,220001,23091000,60409,120001,408
60409,공격력 강화 1730레벨 달성,5,1730,220002,2000,60410,120005,409
60410,몬스터 처치 50 마리,2,50,220001,4200000,60411,120002,410
60411,스테이지 1670 클리어,1,1670,220004,1,60412,120001,411
60412,다이아 던전 1회 플레이,13,1,220001,23821000,60413,120544,412
60413,공격력 강화 1760레벨 달성,5,1760,220002,2000,60414,120005,413
60414,몬스터 처치 50 마리,2,50,220001,4300000,60415,120002,414
60415,스테이지 1710 클리어,1,1710,220002,2000,60416,120001,415
60416,몬스터 처치 25 마리,2,25,220001,23910700,60417,120002,416
60417,공격력 강화 1790레벨 달성,5,1790,220002,2000,60418,120005,417
60418,몬스터 처치 50 마리,2,50,220001,4400000,60419,120002,418
60419,스테이지 1750 클리어,1,1750,220003,1,60420,120001,419
60420,골드 던전 1회 플레이,12,1,220001,24720900,60421,120543,420
60421,공격력 강화 1820레벨 달성,5,1820,220002,2000,60422,120005,421
60422,몬스터 처치 50 마리,2,50,220001,4500000,60423,120002,422
60423,스테이지 1790 클리어,1,1790,220001,25550900,60424,120001,423
60424,공격력 강화 1850레벨 달성,5,1850,220002,2000,60425,120005,424
60425,몬스터 처치 50 마리,2,50,220001,4600000,60426,120002,425
60426,스테이지 1830 클리어,1,1830,220005,10,60427,120001,426
60427,장비 뽑기 10회 실행,14,10,220001,26380900,60428,120545,427
60428,공격력 강화 1880레벨 달성,5,1880,220002,2000,60429,120005,428
60429,몬스터 처치 50 마리,2,50,220001,4700000,60430,120002,429
60430,스테이지 1870 클리어,1,1870,220001,27210900,60431,120001,430
60431,공격력 강화 1910레벨 달성,5,1910,220002,2000,60432,120005,431
60432,몬스터 처치 50 마리,2,50,220001,4800000,60433,120002,432
60433,스테이지 1910 클리어,1,1910,220003,1,60434,120001,433
60434,골드 던전 1회 플레이,12,1,220001,28040900,60435,120543,434
60435,공격력 강화 1940레벨 달성,5,1940,220002,2000,60436,120005,435
60436,몬스터 처치 50 마리,2,50,220001,4900000,60437,120002,436
60437,스테이지 1950 클리어,1,1950,220001,28870900,60438,120001,437
60438,공격력 강화 1970레벨 달성,5,1970,220002,2000,60439,120005,438
60439,몬스터 처치 50 마리,2,50,220001,5000000,60440,120002,439
60440,스테이지 1990 클리어,1,1990,220004,1,60441,120001,440
60441,다이아 던전 1회 플레이,13,1,220001,29700900,60442,120544,441
60442,공격력 강화 2000레벨 달성,5,2000,220002,2500,60443,120005,442
60443,몬스터 처치 25 마리,2,25,220002,2500,60444,120002,443
60444,몬스터 처치 50 마리,2,50,220001,5100000,60445,120002,444
60445,스테이지2030클리어,1,2030,220005,10,60446,120001,445
60446,장비 뽑기 10회 실행,14,10,220001,41230700,60447,120545,446
60447,공격력 강화2040레벨 달성,5,2040,220002,2500,60448,120005,447
60448,몬스터 처치50마리,2,50,220001,5200000,60449,120002,448
60449,스테이지2080클리어,1,2080,220001,42900700,60450,120001,449
60450,공격력 강화2080레벨 달성,5,2080,220002,2500,60451,120005,450
60451,몬스터 처치50마리,2,50,220001,5300000,60452,120002,451
60452,스테이지2130클리어,1,2130,220005,20,60453,120001,452
60453,장비 뽑기20회 진행,14,20,220001,44570700,60454,120545,453
60454,공격력 강화2120레벨 달성,5,2120,220002,2500,60455,120005,454
60455,몬스터 처치50마리,2,50,220001,5400000,60456,120002,455
60456,스테이지2180클리어,1,2180,220001,46240700,60457,120001,456
60457,공격력 강화2160레벨 달성,5,2160,220002,2500,60458,120005,457
60458,몬스터 처치50마리,2,50,220001,5500000,60459,120002,458
60459,스테이지2230클리어,1,2230,220003,1,60460,120001,459
60460,골드던전1회플레이,12,1,220001,47910700,60461,120543,460
60461,공격력 강화2200레벨 달성,5,2200,220002,2500,60462,120005,461
60462,몬스터 처치50마리,2,50,220001,5600000,60463,120002,462
60463,스테이지2280클리어,1,2280,220001,49580700,60464,120001,463
60464,공격력 강화2240레벨 달성,5,2240,220002,2500,60465,120005,464
60465,몬스터 처치50마리,2,50,220001,5700000,60466,120002,465
60466,몬스터 처치 25 마리,2,25,220002,2500,60467,120002,466
60467,스테이지2330클리어,1,2330,220004,1,60468,120001,467
60468,다이아던전1회플레이,13,1,220001,51250700,60469,120544,468
60469,공격력 강화2280레벨 달성,5,2280,220002,2500,60470,120005,469
60470,몬스터 처치50마리,2,50,220001,5800000,60471,120002,470
60471,스테이지2380클리어,1,2380,220001,53150700,60472,120001,471
60472,공격력 강화2320레벨 달성,5,2320,220002,2500,60473,120005,472
60473,몬스터 처치50마리,2,50,220001,6300000,60474,120002,473
60474,스테이지2430클리어,1,2430,220005,20,60475,120001,474
60475,장비 뽑기20회 진행,14,20,220001,55050700,60476,120545,475
60476,공격력 강화2360레벨 달성,5,2360,220002,2500,60477,120005,476
60477,몬스터 처치50마리,2,50,220001,6800000,60478,120002,477
60478,스테이지2480클리어,1,2480,220001,56950700,60479,120001,478
60479,공격력 강화2400레벨 달성,5,2400,220002,2500,60480,120005,479
60480,몬스터 처치50마리,2,50,220001,7300000,60481,120002,480
60481,스테이지2530클리어,1,2530,220003,1,60482,120001,481
60482,골드던전1회플레이,12,1,220001,58850700,60483,120543,482
60483,공격력 강화2440레벨 달성,5,2440,220002,2500,60484,120005,483
60484,몬스터 처치50마리,2,50,220001,7800000,60485,120002,484
60485,스테이지2580클리어,1,2580,220001,60750700,60486,120001,485
60486,공격력 강화2480레벨 달성,5,2480,220002,2500,60487,120005,486
60487,몬스터 처치50마리,2,50,220001,8300000,60488,120002,487
60488,몬스터 처치 25 마리,2,25,220002,2500,60489,120002,488
60489,스테이지2630클리어,1,2630,220004,1,60490,120001,489
60490,다이아던전1회플레이,13,1,220001,62650700,60491,120544,490
60491,공격력 강화2520레벨 달성,5,2520,220002,2500,60492,120005,491
60492,몬스터 처치50마리,2,50,220001,8800000,60493,120002,492
60493,스테이지2680클리어,1,2680,220001,64850700,60494,120001,493
60494,공격력 강화2560레벨 달성,5,2560,220002,3000,60495,120005,494
60495,몬스터 처치50마리,2,50,220001,9300000,60496,120002,495
60496,스테이지2730클리어,1,2730,220005,20,60497,120001,496
60497,장비 뽑기20회 진행,14,20,220001,67050700,60498,120545,497
60498,공격력 강화2600레벨 달성,5,2600,220002,3000,60499,120005,498
60499,몬스터 처치50마리,2,50,220001,9800000,60500,120002,499
60500,스테이지2780클리어,1,2780,220001,69250700,60501,120001,500
60501,공격력 강화2640레벨 달성,5,2640,220002,3000,60502,120005,501
60502,몬스터 처치50마리,2,50,220001,10300000,60503,120002,502
60503,스테이지2830클리어,1,2830,220003,1,60504,120001,503
60504,골드던전1회플레이,12,1,220001,71450700,60505,120543,504
60505,공격력 강화2680레벨 달성,5,2680,220002,3000,60506,120005,505
60506,몬스터 처치50마리,2,50,220001,10800000,60507,120002,506
60507,스테이지2880클리어,1,2880,220001,73650700,60508,120001,507
60508,공격력 강화2720레벨 달성,5,2720,220002,3000,60509,120005,508
60509,몬스터 처치50마리,2,50,220001,11300000,60510,120002,509
60510,스테이지2930클리어,1,2930,220004,1,60511,120001,510
60511,다이아던전1회플레이,13,1,220001,75850700,60512,120544,511
60512,공격력 강화2760레벨 달성,5,2760,220002,3000,60513,120005,512
60513,몬스터 처치50마리,2,50,220001,11800000,60514,120002,513
60514,스테이지2980클리어,1,2980,220001,77870300,60515,120001,514
60515,공격력 강화2800레벨 달성,5,2800,220002,3000,60516,120005,515
60516,몬스터 처치50마리,2,50,220001,12300000,60517,120002,516
60517,몬스터 처치 25 마리,2,25,220002,3000,60518,120002,517
60518,스테이지3030클리어,1,3030,220005,20,60519,120001,518
60519,장비 뽑기20회 진행,14,20,220001,82670300,60520,120545,519
60520,공격력 강화2840레벨 달성,5,2840,220002,4000,60521,120005,520
60521,몬스터 처치50마리,2,50,220001,16300000,60522,120002,521
60522,스테이지3080클리어,1,3080,220001,85070300,60523,120001,522
60523,공격력 강화2880레벨 달성,5,2880,220002,4000,60524,120005,523
60524,몬스터 처치50마리,2,50,220001,18300000,60525,120002,524
60525,스테이지3130클리어,1,3130,220003,1,60526,120001,525
60526,골드던전1회플레이,12,1,220001,87470300,60527,120543,526
60527,공격력 강화2920레벨 달성,5,2920,220002,4000,60528,120005,527
60528,몬스터 처치50마리,2,50,220001,20300000,60529,120002,528
60529,스테이지3180클리어,1,3180,220001,89870300,60530,120001,529
60530,공격력 강화2960레벨 달성,5,2960,220002,4000,60531,120005,530
60531,몬스터 처치50마리,2,50,220001,22300000,60532,120002,531
60532,스테이지3230클리어,1,3230,220004,1,60533,120001,532
60533,다이아던전1회플레이,13,1,220001,92270300,60534,120544,533
60534,공격력 강화3000레벨 달성,5,3000,220002,4000,60535,120005,534
60535,몬스터 처치50마리,2,50,220001,24300000,60536,120002,535
60536,스테이지3290클리어,1,3290,220002,4000,60537,120001,536
60537,몬스터 처치 30 마리,2,30,220001,96270300,60538,120002,537
60538,공격력 강화3050레벨 달성,5,3050,220002,4000,60539,120005,538
60539,몬스터 처치60마리,2,60,220001,26300000,60540,120002,539
60540,스테이지3350클리어,1,3350,220005,30,60541,120001,540
60541,장비 뽑기30회 진행,14,30,220001,100270300,60542,120545,541
60542,공격력 강화3100레벨 달성,5,3100,220002,4000,60543,120005,542
60543,몬스터 처치60마리,2,60,220001,28300000,60544,120002,543
60544,스테이지3410클리어,1,3410,220001,104270300,60545,120001,544
60545,공격력 강화3150레벨 달성,5,3150,220002,4000,60546,120005,545
60546,몬스터 처치60마리,2,60,220001,30300000,60547,120002,546
60547,스테이지3470클리어,1,3470,220003,1,60548,120001,547
60548,골드던전1회플레이,12,1,220001,108270300,60549,120543,548
60549,공격력 강화3200레벨 달성,5,3200,220002,4000,60550,120005,549
60550,몬스터 처치60마리,2,60,220001,32300000,60551,120002,550
60551,스테이지3530클리어,1,3530,220001,112270300,60552,120001,551
60552,공격력 강화3250레벨 달성,5,3250,220002,4000,60553,120005,552
60553,몬스터 처치60마리,2,60,220001,34300000,60554,120002,553
60554,몬스터 처치 30 마리,2,30,220002,4000,60555,120002,554
60555,스테이지3590클리어,1,3590,220004,1,60556,120001,555
60556,다이아던전1회플레이,13,1,220001,116270300,60557,120544,556
60557,공격력 강화3300레벨 달성,5,3300,220002,4000,60558,120005,557
60558,몬스터 처치60마리,2,60,220001,36300000,60559,120002,558
60559,스테이지3650클리어,1,3650,220001,120670300,60560,120001,559
60560,공격력 강화3350레벨 달성,5,3350,220002,4000,60561,120005,560
60561,몬스터 처치60마리,2,60,220001,39300000,60562,120002,561
60562,스테이지3710클리어,1,3710,220005,30,60563,120001,562
60563,장비 뽑기30회 진행,14,30,220001,125070300,60564,120545,563
60564,공격력 강화3400레벨 달성,5,3400,220002,4000,60565,120005,564
60565,몬스터 처치60마리,2,60,220001,42300000,60566,120002,565
60566,스테이지3770클리어,1,3770,220001,129470300,60567,120001,566
60567,공격력 강화3450레벨 달성,5,3450,220002,4000,60568,120005,567
60568,몬스터 처치60마리,2,60,220001,45300000,60569,120002,568
60569,스테이지3830클리어,1,3830,220003,1,60570,120001,569
60570,골드던전1회플레이,12,1,220001,133870300,60571,120543,570
60571,공격력 강화3500레벨 달성,5,3500,220002,4000,60572,120005,571
60572,몬스터 처치60마리,2,60,220001,48300000,60573,120002,572
60573,스테이지3890클리어,1,3890,220001,138270300,60574,120001,573
60574,공격력 강화3550레벨 달성,5,3550,220002,4000,60575,120005,574
60575,몬스터 처치60마리,2,60,220001,51300000,60576,120002,575
60576,스테이지3950클리어,1,3950,220004,1,60577,120001,576
60577,다이아던전1회플레이,13,1,220001,142670300,60578,120544,577
60578,공격력 강화3600레벨 달성,5,3600,220002,4000,60579,120005,578
60579,몬스터 처치60마리,2,60,220001,54300000,60580,120002,579
60580,스테이지4010클리어,1,4010,220002,4000,60581,120001,580
60581,몬스터 처치 30 마리,2,30,220001,147270300,60582,120002,581
60582,공격력 강화3650레벨 달성,5,3650,220002,4000,60583,120005,582
60583,몬스터 처치60마리,2,60,220001,57300000,60584,120002,583
60584,스테이지4070클리어,1,4070,220005,40,60585,120001,584
60585,장비 뽑기40회 진행,14,40,220001,151870300,60586,120545,585
60586,공격력 강화3700레벨 달성,5,3700,220002,4000,60587,120005,586
60587,몬스터 처치60마리,2,60,220001,60300000,60588,120002,587
60588,스테이지4130클리어,1,4130,220001,156470300,60589,120001,588
60589,공격력 강화3750레벨 달성,5,3750,220002,4000,60590,120005,589
60590,몬스터 처치60마리,2,60,220001,63300000,60591,120002,590
60591,스테이지4190클리어,1,4190,220003,1,60592,120001,591
60592,골드던전1회플레이,12,1,220001,161070300,60593,120543,592
60593,공격력 강화3800레벨 달성,5,3800,220002,4000,60594,120005,593
60594,몬스터 처치60마리,2,60,220001,66300000,60595,120002,594
60595,스테이지4250클리어,1,4250,220001,165670300,60596,120001,595
60596,공격력 강화3850레벨 달성,5,3850,220002,4000,60597,120005,596
60597,몬스터 처치60마리,2,60,220001,69300000,60598,120002,597
60598,몬스터 처치 30 마리,2,30,220002,4000,60599,120002,598
60599,스테이지4310클리어,1,4310,220004,1,60600,120001,599
60600,다이아던전1회플레이,13,1,220001,170270300,60601,120544,600
60601,공격력 강화3900레벨 달성,5,3900,220002,4000,60602,120005,601
60602,몬스터 처치60마리,2,60,220001,72300000,60603,120002,602
60603,스테이지4370클리어,1,4370,220001,175270300,60604,120001,603
60604,공격력 강화3950레벨 달성,5,3950,220002,4000,60605,120005,604
60605,몬스터 처치60마리,2,60,220001,75300000,60606,120002,605
60606,스테이지4430클리어,1,4430,220005,40,60607,120001,606
60607,장비 뽑기40회 진행,14,40,220001,180270300,60608,120545,607
60608,공격력 강화4000레벨 달성,5,4000,220002,4000,60609,120005,608
60609,몬스터 처치60마리,2,60,220001,78300000,60610,120002,609
60610,스테이지4490클리어,1,4490,220001,185270300,60611,120001,610
60611,공격력 강화4050레벨 달성,5,4050,220002,4000,60612,120005,611
60612,몬스터 처치60마리,2,60,220001,81300000,60613,120002,612
60613,스테이지4550클리어,1,4550,220003,1,60614,120001,613
60614,골드던전1회플레이,12,1,220001,190270300,60615,120543,614
60615,공격력 강화4100레벨 달성,5,4100,220002,4000,60616,120005,615
60616,몬스터 처치60마리,2,60,220001,84300000,60617,120002,616
60617,스테이지4610클리어,1,4610,220002,4000,60618,120001,617
60618,몬스터 처치 30 마리,2,30,220001,195270300,60619,120002,618
60619,공격력 강화4150레벨 달성,5,4150,220002,4000,60620,120005,619
60620,몬스터 처치60마리,2,60,220001,87300000,60621,120002,620
60621,스테이지4670클리어,1,4670,220004,1,60622,120001,621
60622,다이아던전1회플레이,13,1,220001,200270300,60623,120544,622
60623,공격력 강화4200레벨 달성,5,4200,220002,4000,60624,120005,623
60624,몬스터 처치60마리,2,60,220001,90300000,60625,120002,624
60625,스테이지4730클리어,1,4730,220001,210413040,60626,120001,625
60626,공격력 강화4250레벨 달성,5,4250,220002,4000,60627,120005,626
60627,몬스터 처치70마리,2,70,220001,93300000,60628,120002,627
60628,스테이지4790클리어,1,4790,220005,40,60629,120001,628
60629,장비 뽑기40회 진행,14,40,220001,220555780,60630,120545,629
60630,공격력 강화4300레벨 달성,5,4300,220002,4000,60631,120005,630
60631,몬스터 처치70마리,2,70,220001,96300000,60632,120002,631
60632,스테이지4850클리어,1,4850,220001,230698520,60633,120001,632
60633,공격력 강화4350레벨 달성,5,4350,220002,4000,60634,120005,633
60634,몬스터 처치70마리,2,70,220001,99300000,60635,120002,634
60635,스테이지4910클리어,1,4910,220003,1,60636,120001,635
60636,골드던전1회플레이,12,1,220001,240841260,60637,120543,636
60637,공격력 강화4400레벨 달성,5,4400,220002,4000,60638,120005,637
60638,몬스터 처치70마리,2,70,220001,102300000,60639,120002,638
60639,스테이지4970클리어,1,4970,220001,250984000,60640,120001,639
60640,공격력 강화4450레벨 달성,5,4450,220002,4000,60641,120005,640
60641,몬스터 처치70마리,2,70,220002,4000,60642,120002,641
60642,몬스터 처치 35 마리,2,35,220001,108300000,60643,120002,642
60643,스테이지5030클리어,1,5030,220004,1,60644,120001,643
60644,다이아던전1회플레이,13,1,220001,261126740,60645,120544,644
60645,공격력 강화4500레벨 달성,5,4500,220002,5000,60646,120005,645
60646,몬스터 처치70마리,2,70,220001,111300000,60647,120002,646
60647,스테이지5090클리어,1,5090,220001,272321130,60648,120001,647
60648,공격력 강화4550레벨 달성,5,4550,220002,5000,60649,120005,648
60649,몬스터 처치70마리,2,70,220001,114300000,60650,120002,649
60650,스테이지5150클리어,1,5150,220005,50,60651,120001,650
60651,장비 뽑기50회 진행,14,50,220001,283515520,60652,120545,651
60652,공격력 강화4600레벨 달성,5,4600,220002,5000,60653,120005,652
60653,몬스터 처치70마리,2,70,220001,117300000,60654,120002,653
60654,스테이지5210클리어,1,5210,220001,294709910,60655,120001,654
60655,공격력 강화4650레벨 달성,5,4650,220002,5000,60656,120005,655
60656,몬스터 처치70마리,2,70,220001,120300000,60657,120002,656
60657,스테이지5270클리어,1,5270,220003,1,60658,120001,657
60658,골드던전1회플레이,12,1,220001,305904300,60659,120543,658
60659,공격력 강화4700레벨 달성,5,4700,220002,5000,60660,120005,659
60660,몬스터 처치70마리,2,70,220001,123300000,60661,120002,660
60661,스테이지5330클리어,1,5330,220002,5000,60662,120001,661
60662,몬스터 처치 35 마리,2,35,220001,317098690,60663,120002,662
60663,공격력 강화4750레벨 달성,5,4750,220002,5000,60664,120005,663
60664,몬스터 처치70마리,2,70,220001,126300000,60665,120002,664
60665,스테이지5390클리어,1,5390,220004,1,60666,120001,665
60666,다이아던전1회플레이,13,1,220001,328293080,60667,120544,666
60667,공격력 강화4800레벨 달성,5,4800,220002,5000,60668,120005,667
60668,몬스터 처치70마리,2,70,220001,129300000,60669,120002,668
60669,스테이지5450클리어,1,5450,220001,337059980,60670,120001,669
60670,공격력 강화4860레벨 달성,5,4860,220002,5000,60671,120005,670
60671,몬스터 처치80마리,2,80,220001,132300000,60672,120002,671
60672,스테이지5510클리어,1,5510,220005,50,60673,120001,672
60673,장비 뽑기50회 진행,14,50,220001,345826880,60674,120545,673
60674,공격력 강화4920레벨 달성,5,4920,220002,5000,60675,120005,674
60675,몬스터 처치80마리,2,80,220001,135300000,60676,120002,675
60676,스테이지5570클리어,1,5570,220001,354593780,60677,120001,676
60677,공격력 강화4980레벨 달성,5,4980,220002,5000,60678,120005,677
60678,몬스터 처치80마리,2,80,220001,138300000,60679,120002,678
60679,몬스터 처치 40 마리,2,40,220002,5000,60680,120002,679
60680,스테이지5630클리어,1,5630,220003,1,60681,120001,680
60681,골드던전1회플레이,12,1,220001,363360680,60682,120543,681
60682,공격력 강화5040레벨 달성,5,5040,220002,5000,60683,120005,682
60683,몬스터 처치80마리,2,80,220001,141300000,60684,120002,683
60684,스테이지5690클리어,1,5690,220001,372127580,60685,120001,684
60685,공격력 강화5100레벨 달성,5,5100,220002,5000,60686,120005,685
60686,몬스터 처치80마리,2,80,220001,144300000,60687,120002,686
60687,스테이지5750클리어,1,5750,220004,1,60688,120001,687
60688,다이아던전1회플레이,13,1,220001,380894480,60689,120544,688
60689,공격력 강화5160레벨 달성,5,5160,220002,5000,60690,120005,689
60690,몬스터 처치80마리,2,80,220001,147300000,60691,120002,690
60691,스테이지5810클리어,1,5810,220001,390309380,60692,120001,691
60692,공격력 강화5220레벨 달성,5,5220,220002,5000,60693,120005,692
60693,몬스터 처치80마리,2,80,220001,151300000,60694,120002,693
60694,스테이지5870클리어,1,5870,220005,50,60695,120001,694
60695,장비 뽑기50회 진행,14,50,220001,399724280,60696,120545,695
60696,공격력 강화5280레벨 달성,5,5280,220002,5000,60697,120005,696
60697,몬스터 처치80마리,2,80,220001,155300000,60698,120002,697
60698,스테이지5930클리어,1,5930,220001,409139180,60699,120001,698
60699,공격력 강화5340레벨 달성,5,5340,220002,5000,60700,120005,699
60700,몬스터 처치80마리,2,80,220001,159300000,60701,120002,700
60701,몬스터 처치 40 마리,2,40,220002,5000,60702,120002,701
60702,스테이지5990클리어,1,5990,220003,1,60703,120001,702
60703,골드던전1회플레이,12,1,220001,418554080,60704,120543,703
60704,공격력 강화5400레벨 달성,5,5400,220002,5000,60705,120005,704
60705,몬스터 처치80마리,2,80,220001,163300000,60706,120002,705
60706,스테이지6050클리어,1,6050,220001,427968980,60707,120001,706
60707,공격력 강화5460레벨 달성,5,5460,220002,5000,60708,120005,707
60708,몬스터 처치80마리,2,80,220001,167300000,60709,120002,708
60709,스테이지6110클리어,1,6110,220004,1,60710,120001,709
60710,다이아던전1회플레이,13,1,220001,437383880,60711,120544,710
60711,공격력 강화5520레벨 달성,5,5520,220002,5000,60712,120005,711
60712,몬스터 처치80마리,2,80,220001,171300000,60713,120002,712
60713,스테이지6170클리어,1,6170,220001,542066100,60714,120001,713
60714,공격력 강화5590레벨 달성,5,5590,220002,5000,60715,120005,714
60715,몬스터 처치90마리,2,90,220001,175300000,60716,120002,715
60716,몬스터 처치 45 마리,2,45,220002,5000,60717,120002,716
60717,스테이지6230클리어,1,6230,220005,50,60718,120001,717
60718,장비 뽑기50회 진행,14,50,220001,569851600,60719,120545,718
60719,공격력 강화5660레벨 달성,5,5660,220002,5000,60720,120005,719
60720,몬스터 처치90마리,2,90,220001,183300000,60721,120002,720
60721,스테이지6290클리어,1,6290,220001,583744350,60722,120001,721
60722,공격력 강화5730레벨 달성,5,5730,220002,5000,60723,120005,722
60723,몬스터 처치90마리,2,90,220001,187300000,60724,120002,723
60724,스테이지6350클리어,1,6350,220003,1,60725,120001,724
60725,골드던전1회플레이,12,1,220001,597637100,60726,120543,725
60726,공격력 강화5800레벨 달성,5,5800,220002,5000,60727,120005,726
60727,몬스터 처치90마리,2,90,220001,191300000,60728,120002,727
60728,스테이지6410클리어,1,6410,220001,611529850,60729,120001,728
60729,공격력 강화5870레벨 달성,5,5870,220002,5000,60730,120005,729
60730,몬스터 처치90마리,2,90,220001,195300000,60731,120002,730
60731,몬스터 처치 45 마리,2,45,220002,5000,60732,120002,731
60732,스테이지6500클리어,1,6470,220004,1,60733,120001,732
60733,다이아던전1회플레이,13,1,220001,625422600,60734,120544,733
60734,공격력 강화5940레벨 달성,5,5940,220002,5000,60735,120005,734
60735,몬스터 처치90마리,2,90,220001,199300000,60736,120002,735
60736,스테이지6530클리어,1,6530,220001,536500300,60737,120001,736
60737,공격력 강화6000레벨 달성,5,6010,220002,6000,60738,120005,737
60738,몬스터 처치90마리,2,90,220001,542500300,60739,120002,738
60739,스테이지6590클리어,1,6590,220005,50,60740,120001,739
60740,장비 뽑기50회 진행,14,50,220001,612500300,60741,120545,740
60741,몬스터 처치90마리,2,90,220001,682500300,60742,120002,741
60742,스테이지6700클리어,1,6650,220002,7000,60743,120001,742
60743,몬스터 처치90마리,2,90,220001,752500300,60744,120002,743
60744,스테이지6800클리어,1,6710,220003,1,60745,120001,744
60745,골드던전1회플레이,12,1,220002,8000,60746,120543,745
60746,몬스터 처치90마리,2,90,220001,822500300,60747,120002,746
60747,스테이지6900클리어,1,6770,220002,9000,60748,120001,747
60748,몬스터 처치90마리,2,90,220001,892500300,60749,120002,748
60749,스테이지7000클리어,1,6830,220002,1000000,60750,120001,749
60750,퀘스트 마지막,-1,-1,-1,-1,-1,120560,750
