Monsterid,Damage,Health,GoldValue,Reward,RewardValue,Asset1,Asset2
21411,1694,36521769,2007575,-1,-1,Ghoul,Fire Sprite
21412,1695,36583701,2009426,-1,-1,Ghoul,Fire Sprite
21413,1696,36645694,2011278,-1,-1,Ghoul,Fire Sprite
21414,1698,36707749,2013129,-1,-1,Ghoul,Fire Sprite
21415,1699,36769864,2014982,-1,-1,Ghoul,Fire Sprite
21416,1700,36832041,2016834,-1,-1,Ghoul,Fire Sprite
21417,1701,36894279,2018687,-1,-1,Ghoul,Fire Sprite
21418,1702,36956579,2020541,-1,-1,Ghoul,Fire Sprite
21419,1704,37018940,2022395,-1,-1,Ghoul,Fire Sprite
21420,1705,37081362,2024249,-1,-1,Ghoul,Fire Sprite
21421,1706,37143845,2026103,-1,-1,Ghoul,Fire Sprite
21422,1707,37206390,2027958,-1,-1,Ghoul,Fire Sprite
21423,1708,37268996,2029814,-1,-1,Ghoul,Fire Sprite
21424,1710,37331664,2031669,-1,-1,Ghoul,Fire Sprite
21425,1711,37394393,2033525,-1,-1,Ghoul,Fire Sprite
21426,1712,37457184,2035382,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21427,1713,37520036,2037239,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21428,1714,37582949,2039096,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21429,1716,37645924,2040954,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21430,1717,37708961,2042812,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21431,1718,37772059,2044671,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21432,1719,37835218,2046529,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21433,1720,37898439,2048389,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21434,1722,37961722,2050248,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21435,1723,38025066,2052108,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21436,1724,38088472,2053969,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21437,1725,38151940,2055830,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21438,1726,38215469,2057691,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21439,1728,38279060,2059552,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21440,1729,38342712,2061414,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21441,1730,38406427,2063277,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21442,1731,38470203,2065140,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21443,1732,38534040,2067003,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21444,1734,38597940,2068866,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21445,1735,38661901,2070730,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21446,1736,38725924,2072595,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21447,1737,38790009,2074459,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21448,1738,38854156,2076324,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21449,1740,38918364,2078190,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21450,1741,38982634,2080056,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
21451,1742,39046967,2081922,-1,-1,Slime (Blue),Goblin Thug (Blue)
21452,1743,39111361,2083789,-1,-1,Slime (Blue),Goblin Thug (Blue)
21453,1744,39175817,2085656,-1,-1,Slime (Blue),Goblin Thug (Blue)
21454,1746,39240334,2087523,-1,-1,Slime (Blue),Goblin Thug (Blue)
21455,1747,39304914,2089391,-1,-1,Slime (Blue),Goblin Thug (Blue)
21456,1748,39369556,2091259,-1,-1,Slime (Blue),Goblin Thug (Blue)
21457,1749,39434260,2093128,-1,-1,Slime (Blue),Goblin Thug (Blue)
21458,1750,39499026,2094996,-1,-1,Slime (Blue),Goblin Thug (Blue)
21459,1752,39563853,2096866,-1,-1,Slime (Blue),Goblin Thug (Blue)
21460,1753,39628743,2098736,-1,-1,Slime (Blue),Goblin Thug (Blue)
21461,1754,39693695,2100606,-1,-1,Slime (Blue),Goblin Thug (Blue)
21462,1755,39758709,2102476,-1,-1,Slime (Blue),Goblin Thug (Blue)
21463,1756,39823785,2104347,-1,-1,Slime (Blue),Goblin Thug (Blue)
21464,1758,39888923,2106218,-1,-1,Slime (Blue),Goblin Thug (Blue)
21465,1759,39954123,2108090,-1,-1,Slime (Blue),Goblin Thug (Blue)
21466,1760,40019385,2109962,-1,-1,Slime (Blue),Goblin Thug (Blue)
21467,1761,40084710,2111834,-1,-1,Slime (Blue),Goblin Thug (Blue)
21468,1762,40150096,2113707,-1,-1,Slime (Blue),Goblin Thug (Blue)
21469,1764,40215545,2115580,-1,-1,Slime (Blue),Goblin Thug (Blue)
21470,1765,40281056,2117454,-1,-1,Slime (Blue),Goblin Thug (Blue)
21471,1766,40346629,2119328,-1,-1,Slime (Blue),Goblin Thug (Blue)
21472,1767,40412265,2121202,-1,-1,Slime (Blue),Goblin Thug (Blue)
21473,1768,40477962,2123077,-1,-1,Slime (Blue),Goblin Thug (Blue)
21474,1770,40543722,2124952,-1,-1,Slime (Blue),Goblin Thug (Blue)
21475,1771,40609544,2126827,-1,-1,Slime (Blue),Goblin Thug (Blue)
21476,1772,40675429,2128703,-1,-1,Earth Sprite,Snake
21477,1773,40741376,2130579,-1,-1,Earth Sprite,Snake
21478,1774,40807385,2132456,-1,-1,Earth Sprite,Snake
21479,1776,40873456,2134333,-1,-1,Earth Sprite,Snake
21480,1777,40939590,2136210,-1,-1,Earth Sprite,Snake
21481,1778,41005786,2138088,-1,-1,Earth Sprite,Snake
21482,1779,41072045,2139966,-1,-1,Earth Sprite,Snake
21483,1780,41138366,2141845,-1,-1,Earth Sprite,Snake
21484,1782,41204749,2143724,-1,-1,Earth Sprite,Snake
21485,1783,41271195,2145603,-1,-1,Earth Sprite,Snake
21486,1784,41337703,2147483,-1,-1,Earth Sprite,Snake
21487,1785,41404274,2149363,-1,-1,Earth Sprite,Snake
21488,1786,41470907,2151243,-1,-1,Earth Sprite,Snake
21489,1788,41537603,2153124,-1,-1,Earth Sprite,Snake
21490,1789,41604362,2155005,-1,-1,Earth Sprite,Snake
21491,1790,41671182,2156887,-1,-1,Earth Sprite,Snake
21492,1791,41738066,2158769,-1,-1,Earth Sprite,Snake
21493,1792,41805012,2160651,-1,-1,Earth Sprite,Snake
21494,1794,41872021,2162534,-1,-1,Earth Sprite,Snake
21495,1795,41939092,2164417,-1,-1,Earth Sprite,Snake
21496,1796,42006226,2166300,-1,-1,Earth Sprite,Snake
21497,1797,42073422,2168184,-1,-1,Earth Sprite,Snake
21498,1798,42140681,2170068,-1,-1,Earth Sprite,Snake
21499,1800,42208003,2171953,-1,-1,Earth Sprite,Snake
21500,1801,182639580,2173838,-1,-1,Earth Sprite,Snake
21501,1802,182955271,2175723,-1,-1,Ghast (Mad),Skeleton
21502,1803,183271298,2177609,-1,-1,Ghast (Mad),Skeleton
21503,1804,183587661,2179495,-1,-1,Ghast (Mad),Skeleton
21504,1806,183904359,2181381,-1,-1,Ghast (Mad),Skeleton
21505,1807,184221393,2183268,-1,-1,Ghast (Mad),Skeleton
21506,1808,184538764,2185155,-1,-1,Ghast (Mad),Skeleton
21507,1809,184856471,2187043,-1,-1,Ghast (Mad),Skeleton
21508,1810,185174514,2188931,-1,-1,Ghast (Mad),Skeleton
21509,1812,185492893,2190819,-1,-1,Ghast (Mad),Skeleton
21510,1813,185811610,2192708,-1,-1,Ghast (Mad),Skeleton
21511,1814,186130663,2194597,-1,-1,Ghast (Mad),Skeleton
21512,1815,186450053,2196486,-1,-1,Ghast (Mad),Skeleton
21513,1816,186769779,2198376,-1,-1,Ghast (Mad),Skeleton
21514,1818,187089844,2200267,-1,-1,Ghast (Mad),Skeleton
21515,1819,187410245,2202157,-1,-1,Ghast (Mad),Skeleton
21516,1820,187730984,2204048,-1,-1,Ghast (Mad),Skeleton
21517,1821,188052060,2205939,-1,-1,Ghast (Mad),Skeleton
21518,1822,188373475,2207831,-1,-1,Ghast (Mad),Skeleton
21519,1824,188695227,2209723,-1,-1,Ghast (Mad),Skeleton
21520,1825,189017317,2211616,-1,-1,Ghast (Mad),Skeleton
21521,1826,189339745,2213509,-1,-1,Ghast (Mad),Skeleton
21522,1827,189662511,2215402,-1,-1,Ghast (Mad),Skeleton
21523,1828,189985616,2217295,-1,-1,Ghast (Mad),Skeleton
21524,1830,190309059,2219189,-1,-1,Ghast (Mad),Skeleton
21525,1831,190632841,2221084,-1,-1,Ghast (Mad),Skeleton
21526,1832,190956962,2222978,-1,-1,Skeleton Warrior,Skeleton Wizard
21527,1833,191281421,2224874,-1,-1,Skeleton Warrior,Skeleton Wizard
21528,1834,191606220,2226769,-1,-1,Skeleton Warrior,Skeleton Wizard
21529,1836,191931357,2228665,-1,-1,Skeleton Warrior,Skeleton Wizard
21530,1837,192256835,2230561,-1,-1,Skeleton Warrior,Skeleton Wizard
21531,1838,192582651,2232458,-1,-1,Skeleton Warrior,Skeleton Wizard
21532,1839,192908807,2234354,-1,-1,Skeleton Warrior,Skeleton Wizard
21533,1840,193235303,2236252,-1,-1,Skeleton Warrior,Skeleton Wizard
21534,1842,193562138,2238150,-1,-1,Skeleton Warrior,Skeleton Wizard
21535,1843,193889314,2240048,-1,-1,Skeleton Warrior,Skeleton Wizard
21536,1844,194216830,2241946,-1,-1,Skeleton Warrior,Skeleton Wizard
21537,1845,194544686,2243845,-1,-1,Skeleton Warrior,Skeleton Wizard
21538,1846,194872882,2245744,-1,-1,Skeleton Warrior,Skeleton Wizard
21539,1848,195201419,2247644,-1,-1,Skeleton Warrior,Skeleton Wizard
21540,1849,195530296,2249543,-1,-1,Skeleton Warrior,Skeleton Wizard
21541,1850,195859514,2251444,-1,-1,Skeleton Warrior,Skeleton Wizard
21542,1851,196189073,2253344,-1,-1,Skeleton Warrior,Skeleton Wizard
21543,1852,196518973,2255245,-1,-1,Skeleton Warrior,Skeleton Wizard
21544,1854,196849215,2257147,-1,-1,Skeleton Warrior,Skeleton Wizard
21545,1855,197179797,2259049,-1,-1,Skeleton Warrior,Skeleton Wizard
21546,1856,197510721,2260951,-1,-1,Skeleton Warrior,Skeleton Wizard
21547,1857,197841986,2262853,-1,-1,Skeleton Warrior,Skeleton Wizard
21548,1858,198173594,2264756,-1,-1,Skeleton Warrior,Skeleton Wizard
21549,1860,198505543,2266659,-1,-1,Skeleton Warrior,Skeleton Wizard
21550,1861,198837834,2268563,-1,-1,Skeleton Warrior,Skeleton Wizard
21551,1862,199170467,2270467,-1,-1,Fire Sprite,Ghoul
21552,1863,199503442,2272371,-1,-1,Fire Sprite,Ghoul
21553,1864,199836759,2274276,-1,-1,Fire Sprite,Ghoul
21554,1866,200170420,2276181,-1,-1,Fire Sprite,Ghoul
21555,1867,200504422,2278086,-1,-1,Fire Sprite,Ghoul
21556,1868,200838768,2279992,-1,-1,Fire Sprite,Ghoul
21557,1869,201173456,2281898,-1,-1,Fire Sprite,Ghoul
21558,1870,201508487,2283805,-1,-1,Fire Sprite,Ghoul
21559,1872,201843862,2285712,-1,-1,Fire Sprite,Ghoul
21560,1873,202179579,2287619,-1,-1,Fire Sprite,Ghoul
21561,1874,202515641,2289527,-1,-1,Fire Sprite,Ghoul
21562,1875,202852045,2291435,-1,-1,Fire Sprite,Ghoul
21563,1876,203188794,2293343,-1,-1,Fire Sprite,Ghoul
21564,1878,203525886,2295252,-1,-1,Fire Sprite,Ghoul
21565,1879,203863322,2297161,-1,-1,Fire Sprite,Ghoul
21566,1880,204201102,2299071,-1,-1,Fire Sprite,Ghoul
21567,1881,204539226,2300981,-1,-1,Fire Sprite,Ghoul
21568,1882,204877695,2302891,-1,-1,Fire Sprite,Ghoul
21569,1884,205216508,2304801,-1,-1,Fire Sprite,Ghoul
21570,1885,205555665,2306712,-1,-1,Fire Sprite,Ghoul
21571,1886,205895168,2308624,-1,-1,Fire Sprite,Ghoul
21572,1887,206235015,2310535,-1,-1,Fire Sprite,Ghoul
21573,1888,206575207,2312447,-1,-1,Fire Sprite,Ghoul
21574,1890,206915745,2314360,-1,-1,Fire Sprite,Ghoul
21575,1891,207256627,2316273,-1,-1,Fire Sprite,Ghoul
21576,1892,207597855,2318186,-1,-1,Slime (Green),Snake
21577,1893,207939428,2320099,-1,-1,Slime (Green),Snake
21578,1894,208281347,2322013,-1,-1,Slime (Green),Snake
21579,1896,208623612,2323927,-1,-1,Slime (Green),Snake
21580,1897,208966223,2325842,-1,-1,Slime (Green),Snake
21581,1898,209309180,2327757,-1,-1,Slime (Green),Snake
21582,1899,209652483,2329672,-1,-1,Slime (Green),Snake
21583,1900,209996132,2331588,-1,-1,Slime (Green),Snake
21584,1902,210340127,2333504,-1,-1,Slime (Green),Snake
21585,1903,210684470,2335420,-1,-1,Slime (Green),Snake
21586,1904,211029158,2337337,-1,-1,Slime (Green),Snake
21587,1905,211374194,2339254,-1,-1,Slime (Green),Snake
21588,1906,211719577,2341172,-1,-1,Slime (Green),Snake
21589,1908,212065306,2343090,-1,-1,Slime (Green),Snake
21590,1909,212411383,2345008,-1,-1,Slime (Green),Snake
21591,1910,212757808,2346926,-1,-1,Slime (Green),Snake
21592,1911,213104579,2348845,-1,-1,Slime (Green),Snake
21593,1912,213451698,2350765,-1,-1,Slime (Green),Snake
21594,1914,213799166,2352684,-1,-1,Slime (Green),Snake
21595,1915,214146980,2354604,-1,-1,Slime (Green),Snake
21596,1916,214495143,2356525,-1,-1,Slime (Green),Snake
21597,1917,214843654,2358446,-1,-1,Slime (Green),Snake
21598,1918,215192513,2360367,-1,-1,Slime (Green),Snake
21599,1920,215541721,2362288,-1,-1,Slime (Green),Snake
21600,1921,215891277,2364210,-1,-1,Slime (Green),Snake
21601,1922,216241182,2366132,-1,-1,Slime (Green),Earth Sprite
21602,1923,216591435,2368055,-1,-1,Slime (Green),Earth Sprite
21603,1924,216942038,2369978,-1,-1,Slime (Green),Earth Sprite
21604,1926,217292989,2371901,-1,-1,Slime (Green),Earth Sprite
21605,1927,217644290,2373825,-1,-1,Slime (Green),Earth Sprite
21606,1928,217995940,2375749,-1,-1,Slime (Green),Earth Sprite
21607,1929,218347939,2377673,-1,-1,Slime (Green),Earth Sprite
21608,1930,218700288,2379598,-1,-1,Slime (Green),Earth Sprite
21609,1932,219052987,2381523,-1,-1,Slime (Green),Earth Sprite
21610,1933,219406035,2383448,-1,-1,Slime (Green),Earth Sprite
21611,1934,219759433,2385374,-1,-1,Slime (Green),Earth Sprite
21612,1935,220113182,2387300,-1,-1,Slime (Green),Earth Sprite
21613,1936,220467280,2389227,-1,-1,Slime (Green),Earth Sprite
21614,1938,220821729,2391154,-1,-1,Slime (Green),Earth Sprite
21615,1939,221176529,2393081,-1,-1,Slime (Green),Earth Sprite
21616,1940,221531679,2395008,-1,-1,Slime (Green),Earth Sprite
21617,1941,221887179,2396936,-1,-1,Slime (Green),Earth Sprite
21618,1942,222243031,2398865,-1,-1,Slime (Green),Earth Sprite
21619,1944,222599234,2400793,-1,-1,Slime (Green),Earth Sprite
21620,1945,222955787,2402722,-1,-1,Slime (Green),Earth Sprite
21621,1946,223312692,2404652,-1,-1,Slime (Green),Earth Sprite
21622,1947,223669948,2406582,-1,-1,Slime (Green),Earth Sprite
21623,1948,224027556,2408512,-1,-1,Slime (Green),Earth Sprite
21624,1950,224385516,2410442,-1,-1,Slime (Green),Earth Sprite
21625,1951,224743827,2412373,-1,-1,Slime (Green),Earth Sprite
21626,1952,225102490,2414304,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21627,1953,225461505,2416236,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21628,1954,225820872,2418167,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21629,1956,226180592,2420100,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21630,1957,226540664,2422032,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21631,1958,226901088,2423965,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21632,1959,227261865,2425899,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21633,1960,227622995,2427832,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21634,1962,227984478,2429766,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21635,1963,228346314,2431701,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21636,1964,228708503,2433635,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21637,1965,229071045,2435570,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21638,1966,229433941,2437506,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21639,1968,229797190,2439442,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21640,1969,230160793,2441378,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21641,1970,230524750,2443314,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21642,1971,230889061,2445251,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21643,1972,231253726,2447188,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21644,1974,231618745,2449126,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21645,1975,231984119,2451064,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21646,1976,232349847,2453002,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21647,1977,232715929,2454941,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21648,1978,233082367,2456880,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
21649,1980,233449159,2458819,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21650,1981,233816306,2460759,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21651,1982,234183808,2462699,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21652,1983,234551666,2464639,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21653,1984,234919879,2466580,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21654,1986,235288447,2468521,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21655,1987,235657371,2470462,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21656,1988,236026651,2472404,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21657,1989,236396287,2474346,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21658,1990,236766279,2476289,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21659,1992,237136626,2478232,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21660,1993,237507331,2480175,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21661,1994,237878391,2482119,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21662,1995,238249808,2484062,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21663,1996,238621582,2486007,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21664,1998,238993712,2487951,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21665,1999,239366200,2489896,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21666,2000,239739044,2491842,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21667,2001,240112246,2493787,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21668,2002,240485805,2495733,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21669,2004,240859721,2497680,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21670,2005,241233995,2499626,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21671,2006,241608627,2501573,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21672,2007,241983616,2503521,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21673,2008,242358964,2505469,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21674,2010,242734669,2507417,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21675,2011,243110733,2509365,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
21676,2012,243487155,2511314,-1,-1,Slime (Blue),Bat
21677,2013,243863935,2513263,-1,-1,Slime (Blue),Bat
21678,2014,244241074,2515213,-1,-1,Slime (Blue),Bat
21679,2016,244618572,2517163,-1,-1,Slime (Blue),Bat
21680,2017,244996429,2519113,-1,-1,Slime (Blue),Bat
21681,2018,245374644,2521063,-1,-1,Slime (Blue),Bat
21682,2019,245753219,2523014,-1,-1,Slime (Blue),Bat
21683,2020,246132153,2524965,-1,-1,Slime (Blue),Bat
21684,2022,246511446,2526917,-1,-1,Slime (Blue),Bat
21685,2023,246891098,2528869,-1,-1,Slime (Blue),Bat
21686,2024,247271111,2530821,-1,-1,Slime (Blue),Bat
21687,2025,247651483,2532774,-1,-1,Slime (Blue),Bat
21688,2026,248032215,2534727,-1,-1,Slime (Blue),Bat
21689,2028,248413307,2536680,-1,-1,Slime (Blue),Bat
21690,2029,248794759,2538634,-1,-1,Slime (Blue),Bat
21691,2030,249176571,2540588,-1,-1,Slime (Blue),Bat
21692,2031,249558743,2542542,-1,-1,Slime (Blue),Bat
21693,2032,249941276,2544497,-1,-1,Slime (Blue),Bat
21694,2034,250324170,2546452,-1,-1,Slime (Blue),Bat
21695,2035,250707425,2548408,-1,-1,Slime (Blue),Bat
21696,2036,251091040,2550363,-1,-1,Slime (Blue),Bat
21697,2037,251475016,2552319,-1,-1,Slime (Blue),Bat
21698,2038,251859354,2554276,-1,-1,Slime (Blue),Bat
21699,2040,252244053,2556233,-1,-1,Slime (Blue),Bat
21700,2041,252629113,2558190,-1,-1,Slime (Blue),Bat
21701,2042,253014534,2560147,-1,-1,Fire Sprite,Bat
21702,2043,253400318,2562105,-1,-1,Fire Sprite,Bat
21703,2044,253786463,2564063,-1,-1,Fire Sprite,Bat
21704,2046,254172970,2566022,-1,-1,Fire Sprite,Bat
21705,2047,254559839,2567981,-1,-1,Fire Sprite,Bat
21706,2048,254947070,2569940,-1,-1,Fire Sprite,Bat
21707,2049,255334663,2571900,-1,-1,Fire Sprite,Bat
21708,2050,255722619,2573859,-1,-1,Fire Sprite,Bat
21709,2052,256110937,2575820,-1,-1,Fire Sprite,Bat
21710,2053,256499618,2577780,-1,-1,Fire Sprite,Bat
21711,2054,256888662,2579741,-1,-1,Fire Sprite,Bat
21712,2055,257278069,2581703,-1,-1,Fire Sprite,Bat
21713,2056,257667839,2583664,-1,-1,Fire Sprite,Bat
21714,2058,258057972,2585626,-1,-1,Fire Sprite,Bat
21715,2059,258448468,2587588,-1,-1,Fire Sprite,Bat
21716,2060,258839328,2589551,-1,-1,Fire Sprite,Bat
21717,2061,259230551,2591514,-1,-1,Fire Sprite,Bat
21718,2062,259622138,2593478,-1,-1,Fire Sprite,Bat
21719,2064,260014088,2595441,-1,-1,Fire Sprite,Bat
21720,2065,260406403,2597405,-1,-1,Fire Sprite,Bat
21721,2066,260799082,2599370,-1,-1,Fire Sprite,Bat
21722,2067,261192124,2601334,-1,-1,Fire Sprite,Bat
21723,2068,261585532,2603299,-1,-1,Fire Sprite,Bat
21724,2070,261979303,2605265,-1,-1,Fire Sprite,Bat
21725,2071,262373439,2607231,-1,-1,Fire Sprite,Bat
21726,2072,262767940,2609197,-1,-1,Skeleton,Skeleton Warrior
21727,2073,263162806,2611163,-1,-1,Skeleton,Skeleton Warrior
21728,2074,263558036,2613130,-1,-1,Skeleton,Skeleton Warrior
21729,2076,263953632,2615097,-1,-1,Skeleton,Skeleton Warrior
21730,2077,264349593,2617064,-1,-1,Skeleton,Skeleton Warrior
21731,2078,264745919,2619032,-1,-1,Skeleton,Skeleton Warrior
21732,2079,265142611,2621000,-1,-1,Skeleton,Skeleton Warrior
21733,2080,265539668,2622969,-1,-1,Skeleton,Skeleton Warrior
21734,2082,265937091,2624938,-1,-1,Skeleton,Skeleton Warrior
21735,2083,266334879,2626907,-1,-1,Skeleton,Skeleton Warrior
21736,2084,266733034,2628876,-1,-1,Skeleton,Skeleton Warrior
21737,2085,267131555,2630846,-1,-1,Skeleton,Skeleton Warrior
21738,2086,267530442,2632816,-1,-1,Skeleton,Skeleton Warrior
21739,2088,267929695,2634787,-1,-1,Skeleton,Skeleton Warrior
21740,2089,268329315,2636758,-1,-1,Skeleton,Skeleton Warrior
21741,2090,268729301,2638729,-1,-1,Skeleton,Skeleton Warrior
21742,2091,269129654,2640700,-1,-1,Skeleton,Skeleton Warrior
21743,2092,269530374,2642672,-1,-1,Skeleton,Skeleton Warrior
21744,2094,269931461,2644645,-1,-1,Skeleton,Skeleton Warrior
21745,2095,270332914,2646617,-1,-1,Skeleton,Skeleton Warrior
21746,2096,270734736,2648590,-1,-1,Skeleton,Skeleton Warrior
21747,2097,271136924,2650563,-1,-1,Skeleton,Skeleton Warrior
21748,2098,271539480,2652537,-1,-1,Skeleton,Skeleton Warrior
21749,2100,271942403,2654511,-1,-1,Skeleton,Skeleton Warrior
21750,2101,272345695,2656485,-1,-1,Skeleton,Skeleton Warrior
21751,2102,272749354,2658460,-1,-1,Skeleton,Skeleton Wizard
21752,2103,273153381,2660435,-1,-1,Skeleton,Skeleton Wizard
21753,2104,273557776,2662410,-1,-1,Skeleton,Skeleton Wizard
21754,2106,273962539,2664385,-1,-1,Skeleton,Skeleton Wizard
21755,2107,274367671,2666361,-1,-1,Skeleton,Skeleton Wizard
21756,2108,274773171,2668338,-1,-1,Skeleton,Skeleton Wizard
21757,2109,275179040,2670314,-1,-1,Skeleton,Skeleton Wizard
21758,2110,275585277,2672291,-1,-1,Skeleton,Skeleton Wizard
21759,2112,275991883,2674269,-1,-1,Skeleton,Skeleton Wizard
21760,2113,276398859,2676246,-1,-1,Skeleton,Skeleton Wizard
21761,2114,276806203,2678224,-1,-1,Skeleton,Skeleton Wizard
21762,2115,277213917,2680203,-1,-1,Skeleton,Skeleton Wizard
21763,2116,277621999,2682181,-1,-1,Skeleton,Skeleton Wizard
21764,2118,278030452,2684160,-1,-1,Skeleton,Skeleton Wizard
21765,2119,278439274,2686139,-1,-1,Skeleton,Skeleton Wizard
21766,2120,278848466,2688119,-1,-1,Skeleton,Skeleton Wizard
21767,2121,279258027,2690099,-1,-1,Skeleton,Skeleton Wizard
21768,2122,279667959,2692079,-1,-1,Skeleton,Skeleton Wizard
21769,2124,280078260,2694060,-1,-1,Skeleton,Skeleton Wizard
21770,2125,280488932,2696041,-1,-1,Skeleton,Skeleton Wizard
21771,2126,280899974,2698023,-1,-1,Skeleton,Skeleton Wizard
21772,2127,281311387,2700004,-1,-1,Skeleton,Skeleton Wizard
21773,2128,281723170,2701986,-1,-1,Skeleton,Skeleton Wizard
21774,2130,282135325,2703969,-1,-1,Skeleton,Skeleton Wizard
21775,2131,282547849,2705951,-1,-1,Skeleton,Skeleton Wizard
21776,2132,282960745,2707934,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21777,2133,283374012,2709918,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21778,2134,283787650,2711901,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21779,2136,284201660,2713885,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21780,2137,284616041,2715870,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21781,2138,285030793,2717854,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21782,2139,285445918,2719839,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21783,2140,285861414,2721825,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21784,2142,286277282,2723810,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21785,2143,286693522,2725797,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21786,2144,287110135,2727783,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
21787,2145,287527120,2729770,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
